,CATEGORY (ISCED Description),Course Title,Course Code,R1 Points,R1 Random,R2 Points ,R2 Random,EOS Points,EOS Random,EOS Midpoints,Course Level,HEI,Test/Interview,AVP,v
1336,Environment,Environmental Science with Ecology (Level 8),SG450,310,,,,310,,430,8,"Institute of Technology, Sligo",,,
1337,Health,Health and Medical Information Science (Online),SG530,387,,,,387,,531,7,"Institute of Technology, Sligo",,,
1338,Business and administration,Business Administration,SG535,241,,,,241,,320,7,"Institute of Technology, Sligo",,,
1339,Business and administration,Business,SG536,233,,,,233,,411,7,"Institute of Technology, Sligo",,,
1340,Environment,Science - Biological and Environmental Studies,TL651,215,,,,215,,371,6,"Institute of Technology, Tralee",,,
1341,Health,Science - Pharmacy Technician,TL652,222,,,,222,,368,6,"Institute of Technology, Tralee",,,
1342,Arts,"Animation, Visual Effects and Motion Design (Level 7, portfolio)",TL701,,,,,,,0,7,"Institute of Technology, Tralee",#,,
1343,Arts,"TV, Radio and New Media (Level 7)",TL702,222,,,,222,,430,7,"Institute of Technology, Tralee",,,
1344,Information and Communication Technologies (ICTs),Computing with Software Development,TL710,297,,,,297,,399,7,"Institute of Technology, Tralee",,,
1345,Information and Communication Technologies (ICTs),Computing with Games Development,TL711,238,,,,238,,341,7,"Institute of Technology, Tralee",,,
1346,Information and Communication Technologies (ICTs),Computing (Degree Award options),TL715,261,,,,261,,402,7,"Institute of Technology, Tralee",,,
1347,Information and Communication Technologies (ICTs),Computer Systems and Networking,TL716,227,,,,227,,307,7,"Institute of Technology, Tralee",,,
1348,Business and administration,Business (Major Specialism in: Acctng or Mktg or Mgmnt),TL731,232,,,,232,,419,7,"Institute of Technology, Tralee",,,
1349,Architecture and construction,Construction Management,TL742,,,,,,,0,7,"Institute of Technology, Tralee",,,
1350,Agriculture,Agricultural Engineering,TL744,220,,,,220,,378,7,"Institute of Technology, Tralee",,,
1351,Architecture and construction,Civil Engineering,TL745,243,,243,,234,,388,7,"Institute of Technology, Tralee",,avp,
1352,Engineering and engineering trades,Mechanical and Automation Engineering,TL747,254,,,,254,,362,7,"Institute of Technology, Tralee",,,
1353,Biological and related sciences,Agricultural Science,TL748,233,,,,233,,399,7,"Institute of Technology, Tralee",,,
1354,Health,Pharmaceutical Science (Degree Award options),TL755,228,,,,228,,454,7,"Institute of Technology, Tralee",,,
1355,Veterinary,Animal Bioscience,TL758,234,,,,234,,409,7,"Institute of Technology, Tralee",,,
1356,Personal services,Health and Leisure (Degree Award Options),TL771,211,,,,211,,410,7,"Institute of Technology, Tralee",,,
1357,Personal services,Health and Leisure with Massage,TL772,236,,,,236,,409,7,"Institute of Technology, Tralee",,,
1358,Personal services,Coaching and Sports Performance,TL773,207,,,,207,,331,7,"Institute of Technology, Tralee",,,
1359,Personal services,Inclusive Sport and Physical Activity,TL774,121,,121,,121,,378,7,"Institute of Technology, Tralee",,avp,
1360,Welfare,Early Childhood Care and Education,TL780,100,,100,,100,,367,7,"Institute of Technology, Tralee",,avp,
1361,Welfare,Social Care,TL781,261,,,,261,,357,7,"Institute of Technology, Tralee",,,
1362,Arts,"Animation, Visual Effects and Motion Design (Level 8, portfolio)",TL801,718,,,,718,,823,8,"Institute of Technology, Tralee",#,,
1363,Arts,"TV, Radio and New Media (Level 8)",TL802,322,,,,322,,413,8,"Institute of Technology, Tralee",,,
1364,Information and Communication Technologies (ICTs),Computing with Software Development,TL810,308,,,,308,,399,8,"Institute of Technology, Tralee",,,
1365,Information and Communication Technologies (ICTs),Computing with Games Development,TL811,322,,,,322,,342,8,"Institute of Technology, Tralee",,,
1366,Information and Communication Technologies (ICTs),Computing (Degree Award options),TL815,307,,,,307,,453,8,"Institute of Technology, Tralee",,,
1367,Personal services,Event Management (3 year programme),TL823,293,,,,293,,369,8,"Institute of Technology, Tralee",,,
1368,Business and administration,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),TL831,306,,,,306,,408,8,"Institute of Technology, Tralee",,,
1369,Architecture and construction,Construction Management,TL842,,,,,,,0,8,"Institute of Technology, Tralee",,,
1370,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Engineering,TL844,301,,,,301,,392,8,"Institute of Technology, Tralee",,,
1371,Architecture and construction,Civil Engineering,TL845,361,,,,361,,395,8,"Institute of Technology, Tralee",,,
1372,Manufacturing and processing,Manufacturing Engineering,TL847,305,,,,305,,338,8,"Institute of Technology, Tralee",,,
1373,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Science,TL848,307,,,,307,,367,8,"Institute of Technology, Tralee",,,
1374,Environment,Wildlife Biology (Degree Award options),TL851,309,,,,309,,400,8,"Institute of Technology, Tralee",,,
1375,Health,Pharmaceutical Science (Degree Award options),TL855,316,,,,316,,419,8,"Institute of Technology, Tralee",,,
1376,Veterinary,Veterinary Bioscience,TL858,317,,,,317,,402,8,"Institute of Technology, Tralee",,,
1377,Personal services,Health and Leisure (Degree Award options),TL871,303,,,,303,,389,8,"Institute of Technology, Tralee",,,
1378,Personal services,Health and Leisure with Massage,TL872,314,,,,314,,381,8,"Institute of Technology, Tralee",,,
1379,Personal services,Coaching and Sports Performance,TL873,308,,,,308,,371,8,"Institute of Technology, Tralee",,,
1380,Personal services,Inclusive Sport and Physical Activity,TL874,341,,,,341,,476,8,"Institute of Technology, Tralee",,,
1381,Welfare,Early Childhood Care and Education,TL880,309,,,,309,,369,8,"Institute of Technology, Tralee",,,
1382,Welfare,Social Care,TL881,301,,,,301,,377,8,"Institute of Technology, Tralee",,,
1383,Welfare,Counselling with Addiction - Mature applicants only,TL889,,,,,,,0,8,"Institute of Technology, Tralee",#,,
1384,Health,General Nursing and Mature Applicants,TL890,463,,,,463,,484,8,"Institute of Technology, Tralee",,,
1385,Health,Mental Health Nursing and Mature Applicants,TL891,440,,419,,412,*,430,8,"Institute of Technology, Tralee",,,
1386,Information and Communication Technologies (ICTs),Applied Computing (options),WD001,270,,261,,261,,423,8,Waterford Institute of Technology,,avp,
1387,Biological and related sciences,Science (options),WD002,279,,,,279,,388,8,Waterford Institute of Technology,,,
1388,Business and administration,Business,WD003,AQA,,AQA,,AQA,,367,6,Waterford Institute of Technology,,avp,
1389,Health,Health Sciences (options),WD005,271,,,,271,,368,8,Waterford Institute of Technology,,,
1390,Personal services,Exercise Sciences (options),WD006,270,,,,270,,357,8,Waterford Institute of Technology,,,
1391,Engineering and engineering trades,Engineering (options),WD007,270,,270,,270,,432,8,Waterford Institute of Technology,,avp,
1392,Engineering and engineering trades,Electronic Engineering,WD010,419,,,,419,,531,6,Waterford Institute of Technology,,,
1393,Engineering and engineering trades,Mechanical Engineering,WD011,170,,,,170,,338,6,Waterford Institute of Technology,,,
1394,Law,Legal Studies,WD013,AQA,,206,,AQA,,376,6,Waterford Institute of Technology,,avp,v
1395,Welfare,Applied Social Care,WD018,181,,,,181,,326,7,Waterford Institute of Technology,,,
1396,Personal services,Recreation and Sport Management,WD019,AQA,,AQA,,AQA,,304,7,Waterford Institute of Technology,,avp,
1397,Architecture and construction,Construction Management and Engineering,WD025,262,,,,262,,357,8,Waterford Institute of Technology,,,
1398,Arts,Music,WD027,321,,,,321,,437,8,Waterford Institute of Technology,#,,
1399,Business and administration,Business (options),WD048,279,,,,279,,387,8,Waterford Institute of Technology,,,
1400,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Forestry,WD076,216,,,,216,,370,7,Waterford Institute of Technology,,,
1401,Business and administration,Accounting,WD084,308,,,,308,,476,8,Waterford Institute of Technology,,,
1402,Personal services,Hospitality Management,WD091,225,,,,225,,337,8,Waterford Institute of Technology,,,
1403,Architecture and construction,Architectural Technology,WD094,176,,,,176,,391,7,Waterford Institute of Technology,,,
1404,Agriculture,Horticulture (Waterford - Kildalton),WD096,226,,,,226,,371,7,Waterford Institute of Technology,,,
1405,Agriculture,Horticulture (Dublin - National Botanic Gardens),WD097,223,,,,223,,434,7,Waterford Institute of Technology,,,
1406,Health,General Nursing,WD116,446,,,,446,,473,8,Waterford Institute of Technology,,,
1407,Health,Psychiatric Nursing,WD117,415,,,,415,,430,8,Waterford Institute of Technology,,,
1408,Health,Intellectual Disability Nursing,WD120,390,,,,390,,404,8,Waterford Institute of Technology,,,
1409,Agriculture,Agriculture,WD126,328,,,,328,,441,7,Waterford Institute of Technology,,,
1410,Business and administration,International Business,WD134,267,,,,267,,368,8,Waterford Institute of Technology,,,
1411,Arts,Design (Visual Communications),WD137,252,,,,252,,360,8,Waterford Institute of Technology,,,
1412,Law,Laws,WD140,280,,,,280,,394,8,Waterford Institute of Technology,,,
1413,Architecture and construction,Architecture,WD144,309,,,,309,,401,8,Waterford Institute of Technology,,,
1414,Physical sciences,Pharmaceutical Science,WD147,288,,,,288,,402,8,Waterford Institute of Technology,,,
1415,Law,Criminal Justice Studies,WD150,280,,,,280,,359,8,Waterford Institute of Technology,,,
1416,Information and Communication Technologies (ICTs),Software Systems Development,WD151,165,,,,165,,373,7,Waterford Institute of Technology,,,
1417,Arts,Visual Art,WD152,243,,,,243,,359,8,Waterford Institute of Technology,,,
1418,Information and Communication Technologies (ICTs),Multimedia Applications Development,WD153,195,,,,195,,356,7,Waterford Institute of Technology,,,
1419,Information and Communication Technologies (ICTs),Information Technology,WD155,195,,,,195,,379,7,Waterford Institute of Technology,,,
1420,Business and administration,Business,WD159,191,,,,191,,409,7,Waterford Institute of Technology,,,
1421,Information and Communication Technologies (ICTs),Computer Forensics and Security,WD161,270,,,,270,,347,8,Waterford Institute of Technology,,,
1422,Architecture and construction,Quantity Surveying,WD162,226,,,,226,,337,8,Waterford Institute of Technology,,,
1423,Social and behavioural sciences,Psychology,WD163,456,,,,456,,487,8,Waterford Institute of Technology,,,
1424,Biological and related sciences,Food Science with Business,WD164,328,,,,328,,453,7,Waterford Institute of Technology,,,
1425,Personal services,Culinary Arts,WD172,AQA,,AQA,,AQA,,329,6,Waterford Institute of Technology,,avp,
1426,Personal services,Hospitality Studies,WD173,158,,,,158,,320,6,Waterford Institute of Technology,,,
1427,Personal services,Tourism,WD174,AQA,,,,AQA,,320,6,Waterford Institute of Technology,,,
1428,Physical sciences,Pharmaceutical Science,WD175,224,,,,224,,409,7,Waterford Institute of Technology,,,
1429,Biological and related sciences,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",WD177,205,,455,,205,,453,7,Waterford Institute of Technology,,avp,v
1430,Engineering and engineering trades,Electrical Engineering,WD182,AQA,,,,AQA,,363,7,Waterford Institute of Technology,,,
1431,Business and administration,Retail Management,WD184,190,,,,190,,337,7,Waterford Institute of Technology,,,
1432,Personal services,Sports Coaching and Performance,WD186,261,,,,261,,358,8,Waterford Institute of Technology,,,
1433,Welfare,Social Science,WD187,276,,,,276,,367,8,Waterford Institute of Technology,,,
1434,Health,Applied Health Care,WD188,220,,,,220,,402,7,Waterford Institute of Technology,,,
1435,Agriculture,Agricultural Science,WD191,377,,,,377,,434,8,Waterford Institute of Technology,,,
1436,Welfare,Social Care Practice,WD192,271,,,,271,,336,8,Waterford Institute of Technology,,,
1437,Business and administration,Marketing and Digital Media,WD193,279,,,,279,,358,8,Waterford Institute of Technology,,,
1438,Personal services,Culinary Arts,WD194,237,,,,237,,321,8,Waterford Institute of Technology,,,
1439,Architecture and construction,Architectural and Building Information Modelling Technology,WD195,279,,,,279,,367,8,Waterford Institute of Technology,,,
1440,Arts,Arts (options),WD200,201,,201,,201,,376,8,Waterford Institute of Technology,,avp,
1441,Biological and related sciences,Molecular Biology with Biopharmaceutical Science,WD205,AQA,,262,,AQA,,434,7,Waterford Institute of Technology,,avp,
1442,Engineering and engineering trades,Electronic Engineering,WD206,180,,,,180,,367,7,Waterford Institute of Technology,,,
1443,Engineering and engineering trades,Mechanical Engineering,WD207,172,,,,172,,356,7,Waterford Institute of Technology,,,
1444,Engineering and engineering trades,Manufacturing Engineering,WD208,317,,,,317,,368,7,Waterford Institute of Technology,,,
1445,Information and Communication Technologies (ICTs),Software Systems Development,WD210,260,,,,260,,373,8,Waterford Institute of Technology,,,
1446,Information and Communication Technologies (ICTs),Creative Computing,WD211,270,,,,270,,392,8,Waterford Institute of Technology,,,
1447,Personal services,Recreation and Sport Management,WD212,262,,,,262,,304,8,Waterford Institute of Technology,,,
1448,Engineering and engineering trades,Mechanical and Manufacturing Engineering,WD230,230,,230,,230,,361,8,Waterford Institute of Technology,,avp,
1449,Welfare,Early Childhood Care and Education,WD231,266,,,,266,,366,8,Waterford Institute of Technology,,,
1450,Business and administration,Business Information Systems,WD232,261,,261,,261,,329,8,Waterford Institute of Technology,,avp,
